Ref,Val,Package,PosX,PosY,Rot,Side
"J111","DB9 Female","DSUB-9_Female_EdgeMount_P2.77mm",-2.010000,18.500000,90.000000,bottom
"L101","8uH","Autotransformer_Toroid_1Tap_Horizontal_D14.0mm_Amidon-T50",-81.720000,14.570000,90.000000,bottom
